ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity
7.274212566762742,197.66094852031983,27198.43259077055,7.797840028172333,304.84997882356305,300.0199103361062,14.61160015060949,66.60889105705493,4.710256299762649
,155.67577693423152,52060.22680026684,2.577555273054553,365.0809632968772,323.0010364016669,14.166602358927037,48.25430719011197,2.0007570315103718
6.548020558130832,278.5851051769885,25508.38694882565,6.749377795488941,366.8715020205729,497.3217528000844,16.563166510560848,79.32367839549264,3.6118603716661046
7.174135162807995,203.4089346206224,20401.1024614714,7.681806287243673,287.0856791225615,315.5499000194935,14.533510036354244,74.40561602695702,3.939895656598684
8.635848718500734,203.3615225845705,13672.091763901635,4.563008685599703,303.3097711592812,474.6076449424485,12.36381669870525,62.79830896292516,4.401424715445482
,218.986406241385,9836.401847179895,7.064672494896746,328.72428899396186,386.3452474773828,15.547963572423782,57.32811605783707,3.837256627123341
7.278910903182803,135.25927247295698,22184.52703251262,7.156540539745273,357.9097951607645,480.143108594428,11.316001571498248,54.9439919588549,4.201577246628757
5.272156458908084,181.73287696977007,19015.46827486608,9.013016217643194,446.72401618621694,390.0120033463213,11.103466530373794,63.826010016872566,4.063825853972672
7.179864148534108,180.8542106109496,10859.55375155814,8.263503442433247,341.3024863096711,358.05626352455874,12.065316925324224,83.32991785643361,3.878447313763328
7.510943342127445,182.19284737661675,17100.887433380165,5.948784613313245,357.26573213528604,499.0950566296749,20.725805913345425,60.67093892759573,3.3424090536108357
6.380717315013499,266.015410306085,21250.935633712703,4.854334534222753,357.2410268323941,358.1854728641589,27.00670661116601,59.93778491907664,4.532019663169412
8.727778876323073,202.41950478059005,25521.889224175808,3.8302384224449897,326.9079235592875,461.95881193567845,16.611457873349252,104.37325014190674,3.831540450516013
7.122637439985312,183.4026481831804,31295.902409509665,4.425026226149565,,411.6160702743648,14.066057477821971,77.18579203760206,3.750446964802988
6.618186566692918,164.2545648416487,13776.621791774089,5.925462323451307,,315.1993932446135,12.08216871396644,61.47442286838712,3.79706786115003
8.927078148301744,241.87510504564688,22821.254376566587,8.54973827385147,367.97555785867627,380.1972000224397,10.859287278110344,75.8570678201616,4.60186095914794
7.714312671631406,191.69263971651105,19789.63607997825,7.856556902117845,340.3263143932337,377.9263683128556,18.917026715796226,58.69220411270067,4.425133970460173
8.891674050856766,184.869606190146,41801.44183689757,3.4095758357574946,337.04710819949133,461.0768210368309,13.715503928181365,42.07812210742334,4.522599229324436
7.833980482334359,203.1694080740336,11174.274760041037,6.246502454638379,394.89080921262985,338.2311222952338,16.27659187441759,47.93163884172695,4.254477177044036
9.519659984470318,204.08094513246093,17258.188354998932,6.154072581466943,310.71629355538414,395.6985381563546,17.061389471896575,44.27337877453159,3.99455613628636
6.931244178141836,207.5889534566365,24359.47041421294,7.222004281417241,313.8197130852326,477.06297483944144,16.495091950906897,75.04191395375867,4.89795711765109
8.646642950300487,201.439064518998,32571.05451770555,9.95935541759408,,338.4978145035637,13.261537968825564,66.22939447615568,3.3332426816293994
7.727421140658746,227.8427195642653,18767.941634604955,9.716908128728283,,328.8541690388659,8.233404553677929,66.6782137100115,4.601802090002829
5.1743459983462,234.32856907423485,11746.607522157146,6.961265386435571,314.9868004507202,407.1023016775681,13.771679971240076,36.18353587181301,3.689144992138577
4.923178856199699,208.4066729518673,15990.149227610937,5.648145717519176,349.6551749986112,404.4057627404978,11.403372215685351,84.52577496008485,3.329600783081267
6.394548022914309,193.04755784465576,31620.19078558264,7.065083740762097,,515.8063854323804,13.081881339181734,99.64069141400566,3.042496817945847
